Número de Incendio,Clave del incendio,Grados,Minutos,Segundos,Grados,Minutos,Segundos,Clave municipio,Estado,Municipio,Predio,Causa,Fecha Inicio,Fecha Termino,Mes Acontecimiento,Duración días,Tipo de incendio,Tipo Vegetacion,Tipo Impacto,Arbolado Adulto,Renuevo,Arbustivo,Herbaceo,Hojarasca,Suelo Organico,Total Hectareas,Tamaño,Deteccion,Llegada,Duracion HMS,Duracion H,Costos MXN,Superficie Salvada,CO2 emitido,CO2 Evito emitir,Region
392,17-10-0392,22,37,51.4,104,17,46.9,14,Durango,Mezquital,CANOAS (LAS PALOMAS 2),ACTIVIDADES AGROPECUARIAS,06/06/2017,06/06/2017,junio,1 Día,Superficial,Bosque de Pino - BP,IMPACTO MÍNIMO,0,0,1,1,0,0,2,0 a 5 Hectáreas,00:10:00,00:30:00,07:40:00,7.67,1890,25.76,89.97,1371.31,Norte
512,17-14-0512,19,59,44.59,103,22,37.92,14,Jalisco,Atoyac,Atitahue,ACTIVIDADES AGROPECUARIAS,07/06/2017,07/06/2017,junio,1 Día,Superficial,Bosque de Pino-Encino - BPQ,IMPACTO MÍNIMO,0,0,11,0,0,0,11,11 a 20 Hectáreas,00:25:00,01:55:00,07:45:00,7.75,5576.8,168.58,395.77,6032.32,Occidente
655,17-14-0655,20,18,24.39,104,9,23.75,88,Jalisco,Tecolotlán,La Barranca,ACTIVIDADES AGROPECUARIAS,06/06/2017,06/06/2017,junio,1 Día,Superficial,Bosque de Encino - BQ,IMPACTO MÍNIMO,0,0,0,0,3,0,3,0 a 5 Hectáreas,00:50:00,01:00:00,07:45:00,7.75,4294,48.32,99.73,1520.01,Occidente
87,17-18-0087,20,55,49,104,21,46,3,Nayarit,Amatlán de Cañas,Comunidad Indigena Ixtlán del Rio,OTRAS CAUSAS,04/06/2017,09/06/2017,junio,4 a 7 Días,Superficial,Bosque de Encino - BQ,IMPACTO MODERADO,0,0,102,0,406,0,508,Mayor a 100 Hectáreas,03:00:00,22:30:00,08:00:00,8,122995.83,7742.94,15981.21,243585.62,Occidente
752,17-08-0752,27,46,45.25,107,20,48.26,9,Chihuahua,Bocoyna,Ej. Panalachi,FOGATAS,11/06/2017,15/06/2017,junio,4 a 7 Días,Mixto,Bosque de Pino-Encino - BPQ,IMPACTO MÍNIMO,50,50,100,0,100,0,300,Mayor a 100 Hectáreas,00:10:00,04:00:00,08:00:00,8,22580,4572.6,8945.97,163625.32,Norte
511,17-14-0511,19,42,1.4,103,40,37.4,113,Jalisco,San Gabriel,Agua del Palo Encebado,FOGATAS,03/06/2017,03/06/2017,junio,1 Día,Superficial,Bosque de Pino-Encino - BPQ,IMPACTO MÍNIMO,0,0,55,0,0,0,55,51 a 100 Hectáreas,00:30:00,02:20:00,08:00:00,8,10033,831.45,1952.01,29752.54,Occidente
541,17-14-0541,20,51,36.85,103,31,51.61,120,Jalisco,Zapopan,Plan de Limon,FUMADORES,17/06/2017,17/06/2017,junio,1 Día,Superficial,Bosque de Encino - BQ,IMPACTO MÍNIMO,0,0,0,13,20,0,33,21 a 50 Hectáreas,00:30:00,02:30:00,08:00:00,8,8714,495.52,1022.73,15588.52,Occidente
716,17-08-0716,26,21,23.18,107,48,30.88,46,Chihuahua,Morelos,Com. De los Leales,OTRAS CAUSAS,10/06/2017,13/06/2017,junio,4 a 7 Días,Superficial,Bosque de Pino-Encino - BPQ,IMPACTO MÍNIMO,0,0,0,83,100,0,183,Mayor a 100 Hectáreas,01:10:00,04:00:00,08:00:00,8,8212,2789.29,6548.45,99811.45,Norte
37,17-25-0037,26,46,25.4,108,3,39.5,7,Sinaloa,Choix,La Culebra,NATURALES,19/06/2017,19/06/2017,junio,1 Día,Superficial,Bosque de Pino-Encino - BPQ,IMPACTO MÍNIMO,0,0,0,4,6,0,10,6 a 10 Hectáreas,01:00:00,01:30:00,08:00:00,8,7534.94,152.42,357.84,5454.18,Noroeste
130,17-32-0130,23,19,10.66,103,55,14.88,9,Zacatecas,Chalchihuites,El Durazno,OTRAS CAUSAS,20/06/2017,21/06/2017,junio,2 a 3 Días,Superficial,Bosque de Pino-Encino - BPQ,IMPACTO MÍNIMO,0,0,30,90,80,0,200,Mayor a 100 Hectáreas,00:30:00,02:30:00,08:00:00,8,6985.8,3049.31,7158.92,109116.27,Occidente
575,17-08-0575,26,3,40.9,106,43,7.2,29,Chihuahua,Guadalupe y Calvo,Ej. Chinatu,ACTIVIDADES AGROPECUARIAS,05/06/2017,06/06/2017,junio,2 a 3 Días,Superficial,Bosque de Pino-Encino - BPQ,IMPACTO MÍNIMO,0,0,3,7,10,0,20,11 a 20 Hectáreas,00:07:00,01:30:00,08:00:00,8,6086,302.86,711.03,10837.45,Norte
24,17-25-0024,26,45,46.54,108,2,2.94,7,Sinaloa,Choix,La Culebra,FUMADORES,08/06/2017,08/06/2017,junio,1 Día,Superficial,Bosque de Pino-Encino - BPQ,IMPACTO MÍNIMO,0,0,6,6,0,0,12,11 a 20 Hectáreas,02:00:00,02:30:00,08:00:00,8,5546.88,182.9,429.41,6545.01,Noroeste
81,17-02-0081,32,32,4.4,116,51,20.2,4,Baja California,Tijuana,El Cimarron,QUEMA DE BASUREROS,22/06/2017,22/06/2017,junio,1 Día,Superficial,Pastizal Natural - PN,IMPACTO MÍNIMO,0,0,30,40,0,0,70,51 a 100 Hectáreas,00:15:00,00:05:00,08:00:00,8,5330,1066.94,869.41,13251.5,Noroeste
636,17-14-0636,19,24,43.9,104,5,10.9,27,Jalisco,Cuautitlán de García Barragán,Minatitlan,OTRAS CAUSAS,12/06/2017,12/06/2017,junio,1 Día,Superficial,Bosque de Encino - BQ,IMPACTO MÍNIMO,0,0,0,0,2,0,2,0 a 5 Hectáreas,01:00:00,01:00:00,08:00:00,8,4611.9,33.84,69.84,1064.49,Occidente
663,17-14-0663,19,49,22,103,21,42,79,Jalisco,Gómez Farías,Piedras Negras,FOGATAS,23/06/2017,23/06/2017,junio,1 Día,Superficial,Bosque de Pino-Encino - BPQ,IMPACTO MÍNIMO,0,0,17,0,0,0,17,11 a 20 Hectáreas,00:20:00,03:40:00,08:00:00,8,4188.8,251.49,590.43,8999.39,Occidente
790,17-16-0790,19,43,4.2,101,43,22.6,16,Michoacán,Coeneo,Cerro Cupamba,INTENCIONAL,06/06/2017,06/06/2017,junio,1 Día,Superficial,Bosque de Pino-Encino - BPQ,IMPACTO MÍNIMO,0,0,2,1,1,0,4,0 a 5 Hectáreas,00:10:00,01:00:00,08:00:00,8,3397,60.97,143.14,2181.67,Occidente
751,17-08-0751,27,51,4.82,107,54,7.47,9,Chihuahua,Bocoyna,Ej. Yeposo,FOGATAS,07/06/2017,07/06/2017,junio,1 Día,Mixto,Bosque de Pino-Encino - BPQ,IMPACTO MÍNIMO,5,3,2,0,2,0,12,11 a 20 Hectáreas,00:10:00,01:00:00,08:00:00,8,2790,182.9,250.49,6545.01,Norte
686,17-08-0686,26,26,15.27,106,35,39.03,7,Chihuahua,Balleza,Ej. Los Angeles,ACTIVIDADES AGROPECUARIAS,19/06/2017,19/06/2017,junio,1 Día,Superficial,Pastizal Natural - PN,IMPACTO MÍNIMO,0,0,6,4,0,0,10,6 a 10 Hectáreas,00:10:00,03:30:00,08:00:00,8,1928,153.94,125.44,1912,Norte
475,17-10-0475,25,5,46.5,106,17,37,2,Durango,Canelas,EJIDO EL BRONCO,OTRAS CAUSAS,01/06/2017,01/06/2017,junio,1 Día,Superficial,Bosque de Pino - BP,IMPACTO MÍNIMO,0,0,0,0,1,0,1,0 a 5 Hectáreas,00:45:00,01:15:00,08:00:00,8,1890,15.55,54.3,827.65,Norte
770,17-08-0770,27,17,28.68,107,59,28.12,65,Chihuahua,Urique,Ej. Porochi,OTRAS CAUSAS,21/06/2017,21/06/2017,junio,1 Día,Superficial,Bosque de Pino-Encino - BPQ,IMPACTO MÍNIMO,0,0,0,0,4,0,4,0 a 5 Hectáreas,00:15:00,00:45:00,08:00:00,8,1682,60.97,143.14,2181.67,Norte
794,17-08-0794,26,13,3.64,106,43,57.3,29,Chihuahua,Guadalupe y Calvo,Ej. Chinatu,ACTIVIDADES AGROPECUARIAS,02/06/2017,02/06/2017,junio,1 Día,Superficial,Bosque de Pino-Encino - BPQ,IMPACTO MÍNIMO,0,0,0,2,4,0,6,6 a 10 Hectáreas,00:10:00,02:00:00,08:00:00,8,1678,91.45,214.7,3272.51,Norte
800,17-08-0800,26,16,34.5,106,37,17.6,29,Chihuahua,Guadalupe y Calvo,Ej. Catedral,ACTIVIDADES AGROPECUARIAS,14/06/2017,14/06/2017,junio,1 Día,Superficial,Bosque de Pino-Encino - BPQ,IMPACTO MÍNIMO,0,0,0,2,3,0,5,0 a 5 Hectáreas,00:10:00,01:20:00,08:00:00,8,1628,76.21,178.92,2727.09,Norte
649,17-14-0649,20,54,3.73,104,5,41.2,55,Jalisco,Magdalena,La Mesa de San Juan,ACTIVIDADES AGROPECUARIAS,02/06/2017,02/06/2017,junio,1 Día,Superficial,Bosque de Encino - BQ,IMPACTO MÍNIMO,0,0,0,0,115,0,115,Mayor a 100 Hectáreas,00:50:00,00:50:00,08:10:00,8.17,7264,1750.24,3612.45,55060.9,Occidente
402,17-10-0402,25,8,28.91,105,6,15.5,32,Durango,Santiago Papasquiaro,EJ. EL SALVADOR (EL COMBATE),FUMADORES,19/06/2017,22/06/2017,junio,4 a 7 Días,Superficial,Bosque de Pino-Encino - BPQ,IMPACTO MÍNIMO,0,50,0,100,100,0,250,Mayor a 100 Hectáreas,00:15:00,00:25:00,08:30:00,8.5,37168,3810.5,8945.97,136354.43,Norte
484,17-14-0484,20,5,5.2,103,50,38.5,32,Jalisco,Chiquilistlán,Las Piedras Anchas,ACTIVIDADES AGROPECUARIAS,01/06/2017,02/06/2017,junio,2 a 3 Días,Superficial,Bosque de Pino-Encino - BPQ,IMPACTO MÍNIMO,0,4,0,0,0,0,4,0 a 5 Hectáreas,00:10:00,00:25:00,08:30:00,8.5,12168.2,67.98,143.14,2432.56,Occidente
564,17-14-0564,19,54,33.38,102,58,2.08,112,Jalisco,Valle de Juárez,El Manzanillo,FOGATAS,02/06/2017,02/06/2017,junio,1 Día,Superficial,Bosque de Pino - BP,IMPACTO MÍNIMO,0,0,0,0,28,0,28,21 a 50 Hectáreas,00:20:00,00:50:00,08:40:00,8.67,6460,428.3,1495.94,22801.06,Occidente
507,17-10-0507,22,37,31.8,104,16,42.1,14,Durango,Mezquital,CANOAS (AZAFRAN 2),ACTIVIDADES AGROPECUARIAS,21/06/2017,21/06/2017,junio,1 Día,Superficial,Bosque de Pino - BP,IMPACTO MÍNIMO,2,3,4,5,0,0,14,11 a 20 Hectáreas,00:10:00,00:40:00,08:40:00,8.67,1890,219.33,638.83,11676.42,Norte
650,17-14-0650,21,58,4.02,103,55,19.17,61,Jalisco,Mezquitic,La Mesa de Piedra,ACTIVIDADES AGROPECUARIAS,21/06/2017,22/06/2017,junio,2 a 3 Días,Superficial,Bosque de Encino-Pino - BQP,IMPACTO MÍNIMO,0,0,174,100,400,0,674,Mayor a 100 Hectáreas,00:50:00,01:50:00,08:50:00,8.83,2517.8,10270.67,24112.6,367524.29,Occidente
473,17-14-0473,19,40,16.32,104,26,0.96,21,Jalisco,Casimiro Castillo,Piedra Bola,ACTIVIDADES AGROPECUARIAS,01/06/2017,01/06/2017,junio,1 Día,Superficial,Bosque de Encino - BQ,IMPACTO MÍNIMO,0,0,4,3,4,0,11,11 a 20 Hectáreas,00:30:00,00:45:00,08:59:00,8.98,8457,173.15,357.38,5447.11,Occidente
695,17-08-0695,28,15,41.64,107,41,24.58,31,Chihuahua,Guerrero,Ej. Bilaguchi,FOGATAS,19/06/2017,23/06/2017,junio,4 a 7 Días,Superficial,Bosque de Pino-Encino - BPQ,IMPACTO MÍNIMO,0,0,76,380,105,0,561,Mayor a 100 Hectáreas,00:10:00,02:40:00,09:00:00,9,27391,8550.76,20074.75,305979.35,Norte
65,17-02-0065,31,43,47.26,116,28,20.06,1,Baja California,Ensenada,Lopez Portillo,QUEMA DE BASUREROS,16/06/2017,18/06/2017,junio,2 a 3 Días,Superficial,Chaparral - ML,IMPACTO MÍNIMO,0,0,500,150,0,0,650,Mayor a 100 Hectáreas,00:27:00,00:33:00,09:00:00,9,18680,9907.3,52168.69,795155.22,Noroeste
425,17-10-0425,24,59,2.3,106,10,38.1,32,Durango,Santiago Papasquiaro,SAN DIEGO (QUEBRADA DE NUÑEZ),OTRAS CAUSAS,14/06/2017,22/06/2017,junio,Mayor de 7 Días,Superficial,Bosque de Pino-Encino - BPQ,IMPACTO MÍNIMO,0,30,0,150,50,50,280,Mayor a 100 Hectáreas,01:00:00,01:00:00,09:00:00,9,17955,4267.76,10019.48,152716.97,Norte
538,17-14-0538,20,54,31.13,103,22,59.46,120,Jalisco,Zapopan,Los Humedos,ACTIVIDADES AGROPECUARIAS,17/06/2017,18/06/2017,junio,2 a 3 Días,Superficial,Bosque de Encino - BQ,IMPACTO MÍNIMO,0,0,8,0,15,0,23,21 a 50 Hectáreas,00:15:00,02:05:00,09:00:00,9,12481,350.87,724.19,11038.07,Occidente
780,17-16-0780,18,43,7.9,102,42,26.4,2,Michoacán,Aguililla,Agua Fría,ACTIVIDADES AGROPECUARIAS,02/06/2017,03/06/2017,junio,2 a 3 Días,Superficial,Bosque de Pino-Encino - BPQ,IMPACTO MÍNIMO,10,0,8,0,0,0,18,11 a 20 Hectáreas,00:30:00,01:30:00,09:00:00,9,11399.92,280.45,300.58,10035.69,Occidente
96,17-18-0096,21,18,5,104,44,11,14,Nayarit,Santa María del Oro,Cruz de Pileros,ACTIVIDADES AGROPECUARIAS,12/06/2017,13/06/2017,junio,2 a 3 Días,Superficial,Bosque de Encino - BQ,IMPACTO MÍNIMO,0,0,3,0,8,0,11,11 a 20 Hectáreas,00:30:00,02:10:00,09:00:00,9,10902,167.66,346.05,5274.49,Occidente
667,17-08-0667,28,2,12.77,108,11,18.44,51,Chihuahua,Ocampo,Con. Memelichi,ACTIVIDADES AGROPECUARIAS,19/06/2017,20/06/2017,junio,2 a 3 Días,Superficial,Bosque de Pino-Encino - BPQ,IMPACTO MÍNIMO,0,0,0,5,0,0,5,0 a 5 Hectáreas,00:10:00,06:00:00,09:00:00,9,7240,68.59,161.03,2454.38,Norte
36,17-25-0036,25,50,38.8,107,32,26.6,3,Sinaloa,Badiraguato,Surutato,OTRAS CAUSAS,17/06/2017,17/06/2017,junio,1 Día,Superficial,Bosque de Pino-Encino - BPQ,IMPACTO MÍNIMO,0,0,8,0,0,0,8,6 a 10 Hectáreas,01:00:00,01:00:00,09:00:00,9,5316.7,121.94,286.27,4363.34,Noroeste
107,17-18-0107,21,8,31,104,18,32,6,Nayarit,Ixtlán del Río,Cacalután,ACTIVIDADES AGROPECUARIAS,21/06/2017,22/06/2017,junio,2 a 3 Días,Superficial,Bosque de Encino-Pino - BQP,IMPACTO MÍNIMO,0,0,18,54,108,0,180,Mayor a 100 Hectáreas,00:30:00,01:00:00,09:00:00,9,5252,2743.56,6441.1,98175.19,Occidente
717,17-14-0717,20,24,7.95,104,40,59.89,58,Jalisco,Mascota,El Trigo,ACTIVIDADES AGROPECUARIAS,13/06/2017,14/06/2017,junio,2 a 3 Días,Superficial,Bosque de Encino - BQ,IMPACTO MÍNIMO,0,0,0,0,58,0,58,51 a 100 Hectáreas,00:15:00,00:30:00,09:00:00,9,4787.8,879.46,1815.19,27667.11,Occidente
355,17-10-0355,23,30,0.02,105,31,35.97,23,Durango,Pueblo Nuevo,EJ. PUEBLO NUEVO (MESA ALTA-CUEVA DE LA TIERRA),FUMADORES,08/06/2017,11/06/2017,junio,4 a 7 Días,Superficial,Bosque de Pino - BP,IMPACTO MÍNIMO,0,0,125,65,0,0,190,Mayor a 100 Hectáreas,00:10:00,00:17:00,09:00:00,9,4200,2895.98,10114.87,154170.88,Norte
117,17-05-0117,26,9,57,102,36,10.8,33,Coahuila,San Pedro,El Rayo,NATURALES,19/06/2017,19/06/2017,junio,1 Día,Superficial,Matorral Desértico Rosetófilo - MDR,IMPACTO MÍNIMO,0,0,1,1,0,0,2,0 a 5 Hectáreas,02:00:00,03:00:00,09:00:00,9,3802,22.86,33.51,510.8,Noreste
506,17-10-0506,26,7,40.4,106,19,50.3,9,Durango,Guanaceví,AGUAJE COLORADO (AGUAJE COLORADO),FUMADORES,20/06/2017,20/06/2017,junio,1 Día,Superficial,Pastizal Natural - PN,IMPACTO MÍNIMO,0,8,25,18,0,0,50,21 a 50 Hectáreas,00:10:00,02:05:00,09:00:00,9,3570,762.1,621.01,9465.36,Norte
310,17-10-0310,23,22,33.27,105,23,56.71,23,Durango,Pueblo Nuevo,EJ. PUEBLO NUEVO (PINO FLOREADO),FUMADORES,01/06/2017,03/06/2017,junio,2 a 3 Días,Superficial,Bosque de Pino - BP,IMPACTO MÍNIMO,0,4,0,25,23,0,52,51 a 100 Hectáreas,00:11:00,00:30:00,09:00:00,9,3465,792.58,2768.28,42194.14,Norte
775,17-08-0775,26,23,46.4,107,13,27,29,Chihuahua,Guadalupe y Calvo,Ej. Baborigame,ACTIVIDADES AGROPECUARIAS,20/06/2017,20/06/2017,junio,1 Día,Superficial,Bosque de Pino-Encino - BPQ,IMPACTO MÍNIMO,0,0,2,3,1,0,6,6 a 10 Hectáreas,00:07:00,01:20:00,09:00:00,9,1632,91.45,214.7,3272.51,Norte
744,17-14-0744,19,39,8.9,104,12,3.88,15,Jalisco,Autlán de Navarro,El Ojo de Agua,INTENCIONAL,23/06/2017,23/06/2017,junio,1 Día,Superficial,Bosque de Encino - BQ,IMPACTO MÍNIMO,0,0,0,0,36,0,36,21 a 50 Hectáreas,00:30:00,01:00:00,09:30:00,9.5,2373,543.07,1120.89,17084.56,Occidente
572,17-14-0572,19,53,34.75,103,3,1.51,59,Jalisco,Mazamitla,Tabardillo,ACTIVIDADES AGROPECUARIAS,17/06/2017,18/06/2017,junio,2 a 3 Días,Superficial,Bosque de Pino - BP,IMPACTO MÍNIMO,0,0,8,0,0,0,8,6 a 10 Hectáreas,00:10:00,02:30:00,09:30:00,9.5,1784.2,122.7,428.55,6531.98,Occidente
58,17-23-0058,18,40,12.87,88,15,29.58,4,Quintana Roo,Othón P. Blanco,Laguna Guerrero,ACTIVIDADES AGROPECUARIAS,02/06/2017,06/06/2017,junio,4 a 7 Días,Superficial,Selva mediana subperennifolia - SMQ,IMPACTO MÍNIMO,0,0,16,0,0,0,16,11 a 20 Hectáreas,06:30:00,00:10:00,10:00:00,10,87574.75,246.62,467.57,7126.75,Sureste
82,17-02-0082,32,28,8.6,116,41,26.2,4,Baja California,Tijuana,Ejido Morelos - Presa del Carrizo,QUEMA DE BASUREROS,26/06/2017,26/06/2017,junio,1 Día,Superficial,Pastizal Natural - PN,IMPACTO MÍNIMO,0,0,27,100,0,0,127,Mayor a 100 Hectáreas,06:30:00,00:28:00,10:00:00,10,18590,1935.73,1577.35,24042.01,Noroeste
20,17-25-0020,25,48,7.48,107,36,57.42,3,Sinaloa,Badiraguato,Surutato,OTRAS CAUSAS,01/06/2017,03/06/2017,junio,2 a 3 Días,Superficial,Bosque de Encino-Pino - BQP,IMPACTO MÍNIMO,0,0,30,30,10,0,70,51 a 100 Hectáreas,03:00:00,08:00:00,10:00:00,10,13598.9,1066.94,2504.87,38179.24,Noroeste
792,17-16-0792,19,55,2.6,100,43,37.2,110,Michoacán,Zinapécuaro,Agua Blanca y Joya de los Hornos,INTENCIONAL,22/06/2017,22/06/2017,junio,1 Día,Superficial,Bosque de Pino-Encino - BPQ,IMPACTO MODERADO,0,0,10,10,0,0,20,11 a 20 Hectáreas,00:10:00,01:30:00,10:00:00,10,12666.56,304.84,715.68,10908.35,Occidente
121,17-32-0121,22,27,49.69,103,49,15.05,49,Zacatecas,Valparaíso,El Ventarrón,ACTIVIDADES AGROPECUARIAS,05/06/2017,07/06/2017,junio,2 a 3 Días,Superficial,Bosque de Encino - BQ,IMPACTO MÍNIMO,0,0,17,85,90,0,192,Mayor a 100 Hectáreas,01:00:00,00:30:00,10:00:00,10,6185.8,2929.82,6047.06,92169.35,Occidente
42,17-25-0042,26,47,19.4,108,7,7.5,7,Sinaloa,Choix,La de Castro,ACTIVIDADES AGROPECUARIAS,24/06/2017,24/06/2017,junio,1 Día,Superficial,Bosque de Pino-Encino - BPQ,IMPACTO MÍNIMO,0,0,0,0,12,0,12,11 a 20 Hectáreas,00:30:00,01:00:00,10:00:00,10,5699.7,182.9,429.41,6545.01,Noroeste
317,17-10-0317,23,36,18.02,105,41,52.62,23,Durango,Pueblo Nuevo,EJ. PUEBLO NUEVO (LOS FRESNOS),FUMADORES,04/06/2017,06/06/2017,junio,2 a 3 Días,Superficial,Bosque de Pino-Encino - BPQ,IMPACTO MÍNIMO,0,9,21,0,0,0,30,21 a 50 Hectáreas,00:16:00,00:40:00,10:00:00,10,4410,457.26,1073.52,16362.53,Norte
311,17-10-0311,23,34,15.19,105,31,8.2,23,Durango,Pueblo Nuevo,EJ. PUEBLO NUEVO (YESQUEROS-MESA DE LA TIERRA),FUMADORES,01/06/2017,03/06/2017,junio,2 a 3 Días,Superficial,Bosque de Encino-Pino - BQP,IMPACTO MÍNIMO,0,0,0,190,0,0,190,Mayor a 100 Hectáreas,00:10:00,00:39:00,10:00:00,10,3780,2895.98,6798.94,103629.37,Norte
354,17-10-0354,23,27,9.9,105,28,50.99,23,Durango,Pueblo Nuevo,EJ. PUEBLO NUEVO (CUEVA DE PANCHO),FUMADORES,08/06/2017,11/06/2017,junio,4 a 7 Días,Superficial,Bosque de Pino - BP,IMPACTO MÍNIMO,0,0,80,60,0,0,140,Mayor a 100 Hectáreas,00:21:00,00:35:00,10:00:00,10,3360,2133.88,7453.06,113599.6,Norte
735,17-08-0735,26,18,51.5,107,11,36.3,29,Chihuahua,Guadalupe y Calvo,Ej Llano Grande,ACTIVIDADES AGROPECUARIAS,04/06/2017,05/06/2017,junio,2 a 3 Días,Superficial,Bosque de Pino-Encino - BPQ,IMPACTO MÍNIMO,0,0,5,15,40,0,60,51 a 100 Hectáreas,00:10:00,00:30:00,10:00:00,10,3100,914.52,2147.03,32725.06,Norte
753,17-08-0753,27,49,42,107,49,4.72,9,Chihuahua,Bocoyna,Ej. Yeposo,FOGATAS,12/06/2017,12/06/2017,junio,1 Día,Mixto,Bosque de Pino-Encino - BPQ,IMPACTO MÍNIMO,3,2,1,0,3,0,9,6 a 10 Hectáreas,00:10:00,03:00:00,10:00:00,10,2828,137.18,214.7,4908.76,Norte
386,17-10-0386,24,48,3.51,106,7,41.71,32,Durango,Santiago Papasquiaro,SAN PEDRO DE AZAFRANES (LA PUERTITA),FOGATAS,06/06/2017,06/06/2017,junio,1 Día,Superficial,Bosque de Pino - BP,IMPACTO MÍNIMO,0,0,0,0,0,2,2,0 a 5 Hectáreas,00:24:00,00:46:00,10:00:00,10,1890,30.48,106.47,1622.85,Norte
765,17-08-0765,27,33,9.34,108,6,49.76,30,Chihuahua,Guazapares,Ej. Monterde,OTRAS CAUSAS,12/06/2017,12/06/2017,junio,1 Día,Superficial,Bosque de Pino-Encino - BPQ,IMPACTO MÍNIMO,0,0,0,0,8,0,8,6 a 10 Hectáreas,00:15:00,01:10:00,10:00:00,10,1862,121.94,286.27,4363.34,Norte
772,17-08-0772,27,14,26.89,107,18,9.2,30,Chihuahua,Guazapares,Com. Temoris,FUMADORES,25/06/2017,25/06/2017,junio,1 Día,Superficial,Bosque de Pino-Encino - BPQ,IMPACTO MÍNIMO,0,0,0,0,10,0,10,6 a 10 Hectáreas,00:15:00,02:00:00,10:00:00,10,1792,152.42,357.84,5454.18,Norte
774,17-08-0774,26,23,29,107,18,13.5,29,Chihuahua,Guadalupe y Calvo,Ej. Baborigame,ACTIVIDADES AGROPECUARIAS,17/06/2017,17/06/2017,junio,1 Día,Superficial,Bosque de Pino-Encino - BPQ,IMPACTO MÍNIMO,0,0,2,4,5,0,11,11 a 20 Hectáreas,00:10:00,01:00:00,10:00:00,10,1632,167.66,393.62,5999.6,Norte
773,17-08-0773,26,21,6.2,107,13,0.8,29,Chihuahua,Guadalupe y Calvo,P.P. Coscomates,ACTIVIDADES AGROPECUARIAS,19/06/2017,19/06/2017,junio,1 Día,Superficial,Bosque de Pino-Encino - BPQ,IMPACTO MÍNIMO,0,0,0,7,6,0,13,11 a 20 Hectáreas,00:10:00,02:00:00,10:20:00,10.33,1820,198.15,465.19,7090.43,Norte
732,17-14-0732,21,50,36.97,104,10,41.99,19,Jalisco,Bolaños,El Papayal,FUMADORES,07/06/2017,07/06/2017,junio,1 Día,Superficial,Bosque de Pino-Encino - BPQ,IMPACTO MÍNIMO,0,0,0,108,200,0,308,Mayor a 100 Hectáreas,00:45:00,00:40:00,10:25:00,10.42,4478.5,4693.93,11020,167966.85,Occidente
124,17-05-0124,25,9,11.8,100,48,17.9,4,Coahuila,Arteaga,El Poleo,NATURALES,25/06/2017,25/06/2017,junio,1 Día,Superficial,Matorral Desértico Rosetófilo - MDR,IMPACTO MÍNIMO,0,0,1,0,0,0,1,0 a 5 Hectáreas,00:30:00,00:40:00,10:30:00,10.5,8440,9.3,13.63,207.73,Noreste
123,17-32-0123,22,46,27.86,103,50,51.54,49,Zacatecas,Valparaíso,Los Ceniceros,INTENCIONAL,07/06/2017,08/06/2017,junio,2 a 3 Días,Superficial,Bosque de Pino-Encino - BPQ,IMPACTO MÍNIMO,0,0,30,80,90,0,200,Mayor a 100 Hectáreas,01:00:00,00:30:00,10:30:00,10.5,5851.5,3050.08,7160.71,109143.54,Occidente
375,17-10-0375,23,56,4.6,105,7,51.8,5,Durango,Durango,EJ. EMPALME PURISIMA (KM. 64 AUTOPISTA DURANGO-MAZATLAN),FUMADORES,14/06/2017,14/06/2017,junio,1 Día,Superficial,Bosque de Pino - BP,IMPACTO MÍNIMO,0,0,21,20,0,0,41,21 a 50 Hectáreas,00:15:00,00:35:00,10:30:00,10.5,5520,624.92,2182.68,33268.45,Norte
771,17-08-0771,27,16,7.58,108,19,8.82,30,Chihuahua,Guazapares,Com. Temoris,OTRAS CAUSAS,22/06/2017,22/06/2017,junio,1 Día,Superficial,Bosque de Pino-Encino - BPQ,IMPACTO MÍNIMO,0,0,0,0,12,0,12,11 a 20 Hectáreas,00:15:00,01:10:00,10:50:00,10.83,1682,182.9,429.41,6545.01,Norte
89,17-18-0089,21,18,43,104,47,31,13,Nayarit,San Pedro Lagunillas,Ejido San Pedro Lagunillas,ACTIVIDADES AGROPECUARIAS,09/06/2017,09/06/2017,junio,1 Día,Superficial,Bosque de Encino - BQ,IMPACTO MÍNIMO,0,0,8,5,13,0,26,21 a 50 Hectáreas,00:30:00,01:10:00,11:00:00,11,18802,396.29,817.94,12466.98,Occidente
106,17-18-0106,21,17,27,104,49,7,4,Nayarit,Compostela,Ejido Miravalles,ACTIVIDADES AGROPECUARIAS,11/06/2017,11/06/2017,junio,1 Día,Superficial,Bosque de Encino - BQ,IMPACTO MÍNIMO,0,0,0,6,10,0,16,11 a 20 Hectáreas,00:30:00,05:00:00,11:00:00,11,16150,243.87,503.35,7671.99,Occidente
791,17-16-0791,19,55,0,100,43,20,110,Michoacán,Zinapécuaro,Agua Blanca y Joya de los Hornos,INTENCIONAL,21/06/2017,21/06/2017,junio,1 Día,Superficial,Bosque de Encino-Pino - BQP,IMPACTO MODERADO,0,0,24,12,0,0,36,21 a 50 Hectáreas,00:15:00,01:30:00,11:00:00,11,12666.56,548.71,1288.22,19635.04,Occidente
