Número de Incendio,Clave del incendio,Grados,Minutos,Segundos,Grados,Minutos,Segundos,Clave municipio,Estado,Municipio,Predio,Causa,Fecha Inicio,Fecha Termino,Mes Acontecimiento,Duración días,Tipo de incendio,Tipo Vegetacion,Tipo Impacto,Arbolado Adulto,Renuevo,Arbustivo,Herbaceo,Hojarasca,Suelo Organico,Total Hectareas,Tamaño,Deteccion,Llegada,Duracion HMS,Duracion H,Costos MXN,Superficie Salvada,CO2 emitido,CO2 Evito emitir,Region
289,17-29-0289,19,13,45.1,97,57,0.05,37,Tlaxcala,Ziltlaltépec de Trinidad Sánchez Santos,San Pablo,INTENCIONAL,01/04/2017,01/04/2017,abril,1 Día,Superficial,Bosque de Pino-Encino - BPQ,IMPACTO MÍNIMO,0,0,0,0,0,0,0,0 a 5 Hectáreas,00:05:00,00:05:00,00:40:00,0.67,1641.15,3.81,8.95,136.35,Centro
439,17-09-0439,19,30,11.16,99,7,8.81,5,Ciudad de México,Gustavo A. Madero,Parque Nacional Tepeyac,INTENCIONAL,05/04/2017,05/04/2017,abril,1 Día,Superficial,Bosque Inducido - BI,IMPACTO MÍNIMO,0,0,0,0,0,0,0,0 a 5 Hectáreas,00:05:00,00:05:00,00:40:00,0.67,851,6.86,5.3,80.71,Centro
1064,17-15-1064,19,42,47,99,19,18,95,México,Tepotzotlán,San Francisco Magu,INTENCIONAL,20/04/2017,20/04/2017,abril,1 Día,Superficial,Bosque de Encino - BQ,IMPACTO MÍNIMO,0,0,0,1,0,0,1,0 a 5 Hectáreas,00:10:00,00:10:00,00:40:00,0.67,595,7.62,15.73,239.75,Centro
1061,17-15-1061,19,42,27,99,19,7,95,México,Tepotzotlán,San Francisco Magu,INTENCIONAL,20/04/2017,20/04/2017,abril,1 Día,Superficial,Bosque de Encino - BQ,IMPACTO MÍNIMO,0,0,0,1,0,0,1,0 a 5 Hectáreas,00:10:00,00:05:00,00:40:00,0.67,11,7.62,15.73,239.75,Centro
487,17-09-0487,19,13,5.13,99,4,5.52,13,Ciudad de México,Xochimilco,Santa Cecilia Tepetlapa,INTENCIONAL,16/04/2017,16/04/2017,abril,1 Día,Superficial,Bosque de Encino - BQ,IMPACTO MÍNIMO,0,0,0,2,0,0,2,0 a 5 Hectáreas,00:05:00,00:10:00,00:41:00,0.68,1502,22.86,47.19,719.25,Centro
170,17-12-0170,17,31,39.99,99,27,15.93,29,Guerrero,Chilpancingo de los Bravo,Chilpancigo-Machohua,QUEMA DE BASUREROS,25/04/2017,29/04/2017,abril,4 a 7 Días,Superficial,Bosque de Encino - BQ,IMPACTO MÍNIMO,0,0,49,60,55,20,184,Mayor a 100 Hectáreas,00:30:00,00:30:00,00:45:00,0.75,33699.8,2804.53,5788.47,88227.86,Centro
100,17-10-0100,22,31,19.8,104,35,2.6,14,Durango,Mezquital,COM. HUAZAMOTA  ,OTRAS CAUSAS,20/04/2017,24/04/2017,abril,4 a 7 Días,Superficial,Bosque de Encino-Pino - BQP,IMPACTO MÍNIMO,0,0,0,0,100,0,100,Mayor a 100 Hectáreas,00:50:00,00:50:00,00:45:00,0.75,11025,1524.2,3578.39,54541.77,Norte
537,17-09-0537,19,16,22.56,99,18,15.3,8,Ciudad de México,La Magdalena Contreras,Magdalena Atlitic,INTENCIONAL,28/04/2017,28/04/2017,abril,1 Día,Superficial,Pastizal Natural - PN,IMPACTO MÍNIMO,0,0,0,1,0,0,1,0 a 5 Hectáreas,00:05:00,00:10:00,00:45:00,0.75,2987,13.72,11.18,170.38,Centro
742,17-15-0742,19,42,24.96,99,19,14.25,95,México,Tepotzotlán,Ejido San Francisco Magu,INTENCIONAL,01/04/2017,01/04/2017,abril,1 Día,Superficial,Bosque de Encino - BQ,IMPACTO MÍNIMO,0,0,0,1,0,0,1,0 a 5 Hectáreas,00:05:00,00:06:00,00:45:00,0.75,1564,15.24,31.46,479.5,Centro
294,17-29-0294,19,16,25.1,97,59,0.9,13,Tlaxcala,Huamantla,San Luis,ACTIVIDADES AGROPECUARIAS,03/04/2017,03/04/2017,abril,1 Día,Superficial,Bosque de Pino - BP,IMPACTO MÍNIMO,0,0,0,1,0,0,1,0 a 5 Hectáreas,00:05:00,00:05:00,00:45:00,0.75,1462.54,15.24,53.24,811.43,Centro
383,17-09-0383,19,8,18.03,99,4,52.23,9,Ciudad de México,Milpa Alta,San Pablo Oztotepec,INTENCIONAL,01/04/2017,01/04/2017,abril,1 Día,Superficial,Bosque de Pino - BP,IMPACTO MÍNIMO,0,0,0,1,0,0,1,0 a 5 Hectáreas,00:05:00,00:23:00,00:49:00,0.82,5174,7.62,26.62,405.71,Centro
75,17-32-0075,23,50,34.73,102,51,31.61,39,Zacatecas,Río Grande,Borde de Arteaga,OTRAS CAUSAS,11/04/2017,12/04/2017,abril,2 a 3 Días,Superficial,Matorral Desértico Micrófilo - MDM,IMPACTO MÍNIMO,0,0,21,60,0,0,81,51 a 100 Hectáreas,00:05:00,00:25:00,00:50:00,0.83,7460,1237.65,1814.16,27651.5,Occidente
1040,17-15-1040,19,39,14.96,100,13,59.19,124,México,San José del Rincón,Ejido San Juan Palo Seco,FOGATAS,19/04/2017,19/04/2017,abril,1 Día,Superficial,Bosque de Oyamel - BA,IMPACTO MÍNIMO,0,0,2,0,0,0,2,0 a 5 Hectáreas,00:05:00,00:45:00,00:50:00,0.83,4805,22.86,108.99,1661.25,Centro
592,17-16-0592,19,45,20.9,102,14,58,85,Michoacán,Tangancícuaro,C. I. Patamban,FOGATAS,26/04/2017,27/04/2017,abril,2 a 3 Días,Superficial,Bosque de Encino-Pino - BQP,IMPACTO MÍNIMO,0,2,6,6,6,0,20,11 a 20 Hectáreas,01:00:00,01:20:00,00:50:00,0.83,4407.6,304.84,715.68,10908.35,Occidente
482,17-09-0482,19,10,47.9,99,2,48.1,9,Ciudad de México,Milpa Alta,San Lorenzo Tlacoyucan,INTENCIONAL,14/04/2017,14/04/2017,abril,1 Día,Superficial,Bosque de Pino - BP,IMPACTO MÍNIMO,0,0,0,0,0,0,0,0 a 5 Hectáreas,00:05:00,00:15:00,00:50:00,0.83,3719,4.88,17.04,259.66,Centro
1045,17-15-1045,19,19,36.98,100,6,23.24,32,México,Donato Guerra,Ejido Cabecera Indigenas,ACTIVIDADES AGROPECUARIAS,19/04/2017,19/04/2017,abril,1 Día,Superficial,Bosque de Pino-Encino - BPQ,IMPACTO MÍNIMO,0,0,1,0,0,0,1,0 a 5 Hectáreas,00:10:00,00:30:00,00:50:00,0.83,3617,15.24,35.78,545.42,Centro
380,17-16-0380,19,40,56.4,101,53,43.4,56,Michoacán,Nahuatzen,Rancho del Pino ,ACTIVIDADES AGROPECUARIAS,08/04/2017,08/04/2017,abril,1 Día,Superficial,Bosque de Pino - BP,IMPACTO MÍNIMO,0,0,1,2,0,0,3,0 a 5 Hectáreas,00:05:00,00:20:00,00:50:00,0.83,3180,45.73,159.71,2434.28,Occidente
1189,17-15-1189,19,17,8.81,100,2,8.3,7,México,Amanalco,Comunal San Mateo,ACTIVIDADES AGROPECUARIAS,28/04/2017,28/04/2017,abril,1 Día,Superficial,Bosque de Pino-Encino - BPQ,IMPACTO MÍNIMO,0,1,1,0,0,0,1,0 a 5 Hectáreas,00:05:00,00:30:00,00:50:00,0.83,2867,15.24,35.78,545.42,Centro
246,17-13-0246,20,0,51.39,98,26,53.69,57,Hidalgo,Singuilucan,Rancho El Coyote,ACTIVIDADES AGROPECUARIAS,30/04/2017,30/04/2017,abril,1 Día,Superficial,Bosque de Pino - BP,IMPACTO MÍNIMO,0,1,0,6,0,0,7,6 a 10 Hectáreas,00:05:00,00:10:00,00:50:00,0.83,2452,106.69,372.65,5679.98,Centro
1063,17-15-1063,19,42,27,99,19,5,95,México,Tepotzotlán,San Francisco Magu,INTENCIONAL,20/04/2017,20/04/2017,abril,1 Día,Superficial,Bosque de Encino - BQ,IMPACTO MÍNIMO,0,0,0,1,0,0,1,0 a 5 Hectáreas,00:05:00,00:15:00,00:50:00,0.83,2434,7.62,15.73,239.75,Centro
446,17-09-0446,19,8,15.3,99,10,59.9,12,Ciudad de México,Tlalpan,San Miguel Topilejo,INTENCIONAL,06/04/2017,06/04/2017,abril,1 Día,Superficial,Bosque de Pino - BP,IMPACTO MÍNIMO,0,0,0,0,0,0,0,0 a 5 Hectáreas,00:05:00,00:21:00,00:50:00,0.83,1936,1.52,5.32,81.14,Centro
535,17-09-0535,19,8,32.08,99,0,54.33,9,Ciudad de México,Milpa Alta,San Pablo Oztotepec,INTENCIONAL,28/04/2017,28/04/2017,abril,1 Día,Superficial,Bosque de Pino - BP,IMPACTO MÍNIMO,0,0,0,0,1,0,1,0 a 5 Hectáreas,00:05:00,00:20:00,00:54:00,0.9,3672,8.08,28.22,430.06,Centro
506,17-09-0506,19,9,18.2,98,59,18.2,9,Ciudad de México,Milpa Alta,Santa Ana Tlacotenco,ACTIVIDADES AGROPECUARIAS,23/04/2017,23/04/2017,abril,1 Día,Superficial,Bosque de Pino-Encino - BPQ,IMPACTO MÍNIMO,0,0,0,0,0,0,0,0 a 5 Hectáreas,00:05:00,00:20:00,00:55:00,0.92,5251,1.83,4.29,65.45,Centro
150,17-17-0150,19,4,37.5,99,14,3.2,9,Morelos,Huitzilac,Huitzilac,FUMADORES,14/04/2017,14/04/2017,abril,1 Día,Superficial,Bosque de Pino - BP,IMPACTO MÍNIMO,0,0,0,0,0,0,0,0 a 5 Hectáreas,00:05:00,00:12:00,00:55:00,0.92,3688,1.52,5.32,81.14,Centro
842,17-15-0842,19,41,29,99,43,32.4,48,México,Jocotitlán,Propiedad San José Boqui,ACTIVIDADES AGROPECUARIAS,04/04/2017,04/04/2017,abril,1 Día,Superficial,Bosque de Pino-Encino - BPQ,IMPACTO MÍNIMO,0,0,1,1,0,0,1,0 a 5 Hectáreas,00:10:00,00:30:00,00:55:00,0.92,3105,15.24,35.78,545.42,Centro
1190,17-15-1190,19,38,9.9,99,27,10.2,60,México,Nicolás Romero,Ejido Cahuacan,ACTIVIDADES AGROPECUARIAS,28/04/2017,28/04/2017,abril,1 Día,Superficial,Bosque de Pino-Encino - BPQ,IMPACTO MÍNIMO,0,0,0,1,0,0,1,0 a 5 Hectáreas,00:05:00,00:20:00,00:55:00,0.92,2997,15.24,35.78,545.42,Centro
530,17-09-0530,19,13,40.44,99,6,4.25,13,Ciudad de México,Xochimilco,San Andres,INTENCIONAL,27/04/2017,27/04/2017,abril,1 Día,Superficial,Matorral Submontano - MSM,IMPACTO MÍNIMO,0,0,0,0,0,0,0,0 a 5 Hectáreas,00:05:00,00:19:00,00:55:00,0.92,1936,3.05,4.47,68.11,Centro
290,17-29-0290,19,14,15.5,97,57,59.9,16,Tlaxcala,Ixtenco,San Juan,INTENCIONAL,01/04/2017,01/04/2017,abril,1 Día,Superficial,Bosque de Pino - BP,IMPACTO MÍNIMO,0,0,0,1,0,0,1,0 a 5 Hectáreas,00:05:00,00:05:00,00:55:00,0.92,1503.12,7.62,26.62,405.71,Centro
26,17-22-0026,21,7,9.06,99,31,43.1,2,Querétaro,Pinal de Amoles,San Pedro Escanela,OTRAS CAUSAS,27/04/2017,01/05/2017,abril,4 a 7 Días,Superficial,Bosque de Encino - BQ,IMPACTO MÍNIMO,0,0,56,57,0,0,113,Mayor a 100 Hectáreas,00:30:00,00:30:00,01:00:00,1,143036,1728.96,3568.53,54391.52,Centro
292,17-07-0292,16,55,58.8,93,32,18.5,61,Chiapas,Ocozocoautla de Espinosa,Innominado,ACTIVIDADES AGROPECUARIAS,29/04/2017,03/05/2017,abril,4 a 7 Días,Subterráneo,Selva alta perennifolia - SAP,IMPACTO SEVERO,15,0,0,0,3,2,20,11 a 20 Hectáreas,02:00:00,03:30:00,01:00:00,1,136096.64,304.84,91.84,5599.15,Sureste
162,17-20-0162,17,19,32.9,98,3,10.8,348,Oaxaca,San Sebastián Tecomaxtlahuaca,San Sebastián Tecomaxtlahuaca,ACTIVIDADES AGROPECUARIAS,05/04/2017,10/04/2017,abril,4 a 7 Días,Superficial,Bosque de Encino - BQ,IMPACTO MÍNIMO,0,0,30,40,10,0,80,51 a 100 Hectáreas,00:30:00,00:20:00,01:00:00,1,60450,1219.36,2516.73,38359.94,Centro
78,17-10-0078,23,8,8.22,104,10,46.18,14,Durango,Mezquital,LLANO DE SAN ANTONIO Y LA QUEMADA,FUMADORES,08/04/2017,13/04/2017,abril,4 a 7 Días,Superficial,Selva baja caducifolia - SBC,IMPACTO MÍNIMO,0,0,0,50,0,0,50,21 a 50 Hectáreas,01:00:00,05:00:00,01:00:00,1,33120,762.1,3540.21,53959.9,Norte
172,17-12-0172,17,24,41.2,99,45,29.27,29,Guerrero,Chilpancingo de los Bravo,San Vicente,ACTIVIDADES AGROPECUARIAS,23/04/2017,25/04/2017,abril,2 a 3 Días,Superficial,Bosque de Pino-Encino - BPQ,IMPACTO MÍNIMO,0,0,87,60,50,18,215,Mayor a 100 Hectáreas,14:00:00,01:00:00,01:00:00,1,28749.6,3273.52,7685.3,117139.37,Centro
151,17-12-0151,17,19,53.74,100,11,54.89,11,Guerrero,Atoyac de Álvarez,Rio Verde,ACTIVIDADES AGROPECUARIAS,16/04/2017,20/04/2017,abril,4 a 7 Días,Superficial,Bosque de Encino-Pino - BQP,IMPACTO MÍNIMO,0,0,16,20,170,0,206,Mayor a 100 Hectáreas,02:00:00,11:00:00,01:00:00,1,26444,3139.85,7371.48,112356.05,Centro
224,17-07-0224,16,3,25.27,93,19,45.62,107,Chiapas,Villa Corzo,El Ocotillo,INTENCIONAL,13/04/2017,14/04/2017,abril,2 a 3 Días,Superficial,Bosque de Pino-Encino - BPQ,IMPACTO MÍNIMO,0,0,0,3,2,0,5,0 a 5 Hectáreas,01:00:00,14:00:00,01:00:00,1,24545,76.21,178.92,2727.09,Sureste
1272,17-15-1272,19,5,15.48,100,0,39.74,86,México,Temascaltepec,Ejido Carboneras,INTENCIONAL,29/04/2017,01/05/2017,abril,2 a 3 Días,Superficial,Bosque de Pino-Encino - BPQ,IMPACTO MODERADO,0,150,350,300,0,0,800,Mayor a 100 Hectáreas,00:10:00,00:40:00,01:00:00,1,23373,12193.6,28627.1,436334.19,Centro
164,17-20-0164,17,11,40.1,97,59,47,469,Oaxaca,Santiago Juxtlahuaca,La Cumbre Yerba Santa ,INTENCIONAL,08/04/2017,15/04/2017,abril,Mayor de 7 Días,Superficial,Bosque de Pino - BP,IMPACTO MODERADO,50,0,100,0,100,50,300,Mayor a 100 Hectáreas,27:00:00,05:00:00,01:00:00,1,20033.15,4572.6,13309.04,243427.71,Centro
61,17-24-0061,22,34,13.7,100,49,27.9,56,San Luis Potosí,Villa de Arista,Rincon de Leijas,FOGATAS,27/04/2017,30/04/2017,abril,4 a 7 Días,Superficial,Matorral Desértico Rosetófilo - MDR,IMPACTO MÍNIMO,0,0,25,8,0,0,33,21 a 50 Hectáreas,00:30:00,00:40:00,01:00:00,1,18440,504.51,739.52,11271.73,Occidente
173,17-20-0173,15,57,37.29,97,4,6.38,318,Oaxaca,San Pedro Mixtepec - Dto. 22,La Yerba Santa,ACTIVIDADES AGROPECUARIAS,12/04/2017,13/04/2017,abril,2 a 3 Días,Superficial,Selva baja caducifolia - SBC,IMPACTO MÍNIMO,0,0,5,5,0,0,10,6 a 10 Hectáreas,00:30:00,02:00:00,01:00:00,1,15524.1,152.42,708.04,10791.98,Centro
276,17-07-0276,16,4,48.6,93,39,11.7,97,Chiapas,Tonalá,Innominado,CAZADORES,27/04/2017,28/04/2017,abril,2 a 3 Días,Superficial,Selva baja caducifolia - SBC,IMPACTO MÍNIMO,0,0,7,0,0,0,7,6 a 10 Hectáreas,02:00:00,01:30:00,01:00:00,1,15464,106.69,495.63,7554.39,Sureste
189,17-20-0189,15,57,39.71,97,3,46.01,318,Oaxaca,San Pedro Mixtepec - Dto. 22,San Pedro Mixtepec,ACTIVIDADES AGROPECUARIAS,10/04/2017,11/04/2017,abril,2 a 3 Días,Superficial,Selva baja caducifolia - SBC,IMPACTO MÍNIMO,0,0,3,6,0,0,9,6 a 10 Hectáreas,02:00:00,02:00:00,01:00:00,1,14989.16,137.18,637.24,9712.78,Centro
180,17-07-0180,16,23,12.9,94,1,40.6,9,Chiapas,Arriaga,Tres Potrillos,CAZADORES,01/04/2017,02/04/2017,abril,2 a 3 Días,Superficial,Bosque de Pino - BP,IMPACTO MÍNIMO,0,0,0,5,5,0,10,6 a 10 Hectáreas,03:00:00,12:30:00,01:00:00,1,14670.2,152.42,532.36,8114.26,Sureste
206,17-07-0206,16,6,3.9,93,44,11.2,97,Chiapas,Tonalá,San Sebastian,CAZADORES,06/04/2017,07/04/2017,abril,2 a 3 Días,Superficial,Selva baja caducifolia - SBC,IMPACTO MÍNIMO,0,0,5,0,0,0,5,0 a 5 Hectáreas,00:30:00,00:30:00,01:00:00,1,14115,76.21,354.02,5395.99,Sureste
211,17-20-0211,17,31,28.5,96,21,50.6,296,Oaxaca,San Pablo Macuiltianguis,San Pablo Macuiltianguis,FOGATAS,29/04/2017,30/04/2017,abril,2 a 3 Días,Superficial,Bosque de Pino-Encino - BPQ,IMPACTO MÍNIMO,0,1,2,1,3,3,10,6 a 10 Hectáreas,01:00:00,01:30:00,01:00:00,1,13662.03,152.42,357.84,5454.18,Centro
299,17-29-0299,19,30,37.94,97,55,27.88,30,Tlaxcala,Terrenate,Rancho Mozorongo,ACTIVIDADES AGROPECUARIAS,03/04/2017,04/04/2017,abril,2 a 3 Días,Superficial,Pastizal Natural - PN,IMPACTO MÍNIMO,0,0,10,30,0,0,40,21 a 50 Hectáreas,00:20:00,01:30:00,01:00:00,1,13345.14,609.68,496.8,7572.29,Centro
72,17-31-0072,20,38,41.59,87,56,20.44,19,Yucatán,Chemax,Ejido Chemax,QUEMA DE BASUREROS,06/04/2017,08/04/2017,abril,2 a 3 Días,Superficial,Selva mediana subcaducifolia - SMS,IMPACTO MÍNIMO,0,0,52,0,0,0,52,51 a 100 Hectáreas,01:00:00,00:20:00,01:00:00,1,13260,792.58,1502.71,22904.25,Sureste
40,17-23-0040,19,5,46.1,88,41,30.3,10,Quintana Roo,Bacalar,Ejido Nuevo Hoctun,ACTIVIDADES AGROPECUARIAS,30/04/2017,01/05/2017,abril,2 a 3 Días,Superficial,Selva baja espinosa - SBK,IMPACTO MÍNIMO,0,0,1,0,0,0,1,0 a 5 Hectáreas,01:30:00,00:05:00,01:00:00,1,13143.3,15.85,73.64,1122.37,Sureste
19,17-22-0019,21,16,8.94,99,5,19.68,10,Querétaro,Landa de Matamoros,La Silleta,ACTIVIDADES AGROPECUARIAS,02/04/2017,04/04/2017,abril,2 a 3 Días,Superficial,Bosque de Pino-Encino - BPQ,IMPACTO MÍNIMO,0,0,4,8,0,0,12,11 a 20 Hectáreas,02:00:00,17:00:00,01:00:00,1,13140,187.78,440.86,6719.55,Centro
594,17-16-0594,19,52,58.54,102,5,12.53,25,Michoacán,Chilchota,C. I. Chilchota,ACTIVIDADES AGROPECUARIAS,27/04/2017,28/04/2017,abril,2 a 3 Días,Superficial,Bosque de Pino-Encino - BPQ,IMPACTO MÍNIMO,0,1,0,0,5,5,11,11 a 20 Hectáreas,01:00:00,00:20:00,01:00:00,1,11863.66,169.19,397.2,6054.14,Occidente
177,17-12-0177,17,15,51.79,99,27,36.68,29,Guerrero,Chilpancingo de los Bravo,Cajeles y Anexo,CAZADORES,29/04/2017,30/04/2017,abril,2 a 3 Días,Superficial,Bosque de Pino-Encino - BPQ,IMPACTO MÍNIMO,0,0,11,13,10,5,39,21 a 50 Hectáreas,01:00:00,11:00:00,01:00:00,1,11374.75,593.52,1393.42,21238.57,Centro
56,17-24-0056,22,33,17.4,99,28,42.6,58,San Luis Potosí,El Naranjo,La Joya,ACTIVIDADES AGROPECUARIAS,26/04/2017,27/04/2017,abril,2 a 3 Días,Superficial,Bosque de Encino - BQ,IMPACTO MÍNIMO,0,0,0,4,6,0,10,6 a 10 Hectáreas,00:15:00,00:30:00,01:00:00,1,11240,147.85,305.15,4651.14,Occidente
355,17-14-0355,20,45,37.3,103,52,39.42,3,Jalisco,Ahualulco de Mercado,El Zaucillo,ACTIVIDADES AGROPECUARIAS,29/04/2017,01/05/2017,abril,2 a 3 Días,Superficial,Bosque de Encino - BQ,IMPACTO MÍNIMO,0,0,0,0,137,0,137,Mayor a 100 Hectáreas,03:00:00,19:06:00,01:00:00,1,11215,2086.48,4306.43,65638.65,Occidente
149,17-20-0149,0,0,0,0,0,0,19,Oaxaca,Concepción Pápalo,Peña Blanca,OTRAS CAUSAS,01/04/2017,04/04/2017,abril,4 a 7 Días,Superficial,Bosque de Pino-Encino - BPQ,IMPACTO MÍNIMO,0,0,0,0,12,10,22,21 a 50 Hectáreas,01:00:00,00:50:00,01:00:00,1,10820,335.32,787.25,11999.19,Centro
214,17-07-0214,16,28,24.6,93,33,52.6,46,Chiapas,Jiquipilas,Ejido Luis Espinosa,ACTIVIDADES AGROPECUARIAS,11/04/2017,12/04/2017,abril,2 a 3 Días,Superficial,Bosque de Encino-Pino - BQP,IMPACTO MÍNIMO,0,0,0,10,0,0,10,6 a 10 Hectáreas,01:00:00,02:00:00,01:00:00,1,10583,152.42,357.84,5454.18,Sureste
201,17-14-0201,19,50,9.26,102,50,24.42,69,Jalisco,Quitupan,La Cañada,FOGATAS,04/04/2017,05/04/2017,abril,2 a 3 Días,Superficial,Bosque de Encino - BQ,IMPACTO MÍNIMO,0,0,0,0,28,0,28,21 a 50 Hectáreas,00:15:00,03:15:00,01:00:00,1,9738.4,427.23,881.8,13440.36,Occidente
714,17-08-0714,26,46,50.35,107,47,48.51,46,Chihuahua,Morelos,Manc. San Antonio del Llano,OTRAS CAUSAS,19/04/2017,23/04/2017,abril,4 a 7 Días,Superficial,Bosque de Pino-Encino - BPQ,IMPACTO MÍNIMO,0,0,89,344,130,0,563,Mayor a 100 Hectáreas,00:40:00,03:40:00,01:00:00,1,9540,8581.25,20146.32,307070.18,Norte
614,17-16-0614,19,37,41.1,100,34,20.3,34,Michoacán,Hidalgo,Pequeña Propiedad Puerto de Cuitareo,INTENCIONAL,30/04/2017,01/05/2017,abril,2 a 3 Días,Superficial,Bosque de Pino - BP,IMPACTO MÍNIMO,0,1,5,0,10,0,16,11 a 20 Hectáreas,00:10:00,11:50:00,01:00:00,1,7579.95,250.73,875.73,13347.95,Occidente
103,17-10-0103,22,59,5.7,104,39,45.9,14,Durango,Mezquital,SANTA MARIA DE OCOTAN Y XOCONOXTLE (TORRE DE PAPAS),OTRAS CAUSAS,15/04/2017,18/04/2017,abril,4 a 7 Días,Superficial,Bosque de Pino - BP,IMPACTO MÍNIMO,0,2,10,40,0,0,52,51 a 100 Hectáreas,00:20:00,00:40:00,01:00:00,1,7560,792.58,2768.28,42194.14,Norte
832,17-15-0832,18,57,57.9,99,59,15.8,97,México,Texcaltitlán,Ejido Texcaltitlan,INTENCIONAL,04/04/2017,04/04/2017,abril,1 Día,Superficial,Bosque de Pino - BP,IMPACTO MÍNIMO,0,0,6,0,0,0,6,6 a 10 Hectáreas,00:05:00,00:35:00,01:00:00,1,7231,91.45,319.42,4868.55,Centro
410,17-16-0410,19,30,31.2,101,31,33.7,66,Michoacán,Pátzcuaro,P.P De cuanajo,FOGATAS,12/04/2017,13/04/2017,abril,2 a 3 Días,Superficial,Bosque de Encino-Pino - BQP,IMPACTO MÍNIMO,1,1,4,0,1,0,7,6 a 10 Hectáreas,00:10:00,00:50:00,01:00:00,1,7125,106.39,213.99,3807.02,Occidente
25,17-22-0025,21,9,38.8,99,32,7.2,2,Querétaro,Pinal de Amoles,Joyas del Real,ACTIVIDADES AGROPECUARIAS,29/04/2017,30/04/2017,abril,2 a 3 Días,Superficial,Bosque de Encino - BQ,IMPACTO MÍNIMO,0,0,2,0,4,0,6,0 a 5 Hectáreas,01:30:00,00:30:00,01:00:00,1,7070,88.56,182.78,2785.89,Centro
240,17-14-0240,19,58,55.2,104,18,42.4,110,Jalisco,Unión de Tula,Puerto de las Varas y El Pozo,ACTIVIDADES AGROPECUARIAS,13/04/2017,14/04/2017,abril,2 a 3 Días,Superficial,Bosque de Encino - BQ,IMPACTO MÍNIMO,0,0,16,8,40,0,64,51 a 100 Hectáreas,02:00:00,01:00:00,01:00:00,1,6612.3,970,2002.06,30515.33,Occidente
333,17-21-0333,19,48,19,97,59,52,53,Puebla,Chignahuapan,Tavera,ACTIVIDADES AGROPECUARIAS,02/04/2017,04/04/2017,abril,2 a 3 Días,Superficial,Bosque de Pino - BP,IMPACTO MÍNIMO,10,4,39,0,0,0,53,51 a 100 Hectáreas,01:00:00,01:00:00,01:00:00,1,6500,806.3,2283.83,42924.42,Centro
712,17-08-0712,26,51,6.06,108,1,44.09,65,Chihuahua,Urique,Com. El Realito,ACTIVIDADES AGROPECUARIAS,09/04/2017,11/04/2017,abril,2 a 3 Días,Superficial,Bosque de Pino-Encino - BPQ,IMPACTO MÍNIMO,0,0,0,17,30,0,47,21 a 50 Hectáreas,00:50:00,03:50:00,01:00:00,1,6364,717.9,1685.42,25689.18,Norte
284,17-07-0284,16,55,19.6,93,30,8.2,61,Chiapas,Ocozocoautla de Espinosa,Ejido Armando Zebadúa,ACTIVIDADES AGROPECUARIAS,28/04/2017,29/04/2017,abril,2 a 3 Días,Subterráneo,Selva mediana perennifolia - SMP,IMPACTO MODERADO,1,0,0,0,1,1,2,0 a 5 Hectáreas,01:00:00,15:00:00,01:00:00,1,6145,30.48,43.35,880.93,Sureste
158,17-17-0158,18,58,53.7,99,13,15.7,9,Morelos,Huitzilac,Huitzilac,ACTIVIDADES AGROPECUARIAS,19/04/2017,19/04/2017,abril,1 Día,Superficial,Bosque de Pino - BP,IMPACTO MÍNIMO,0,0,0,0,0,0,0,0 a 5 Hectáreas,00:05:00,00:15:00,01:00:00,1,5802,0.76,2.66,40.57,Centro
284,17-16-0284,19,12,7.4,101,44,21.5,9,Michoacán,Ario,P.P De Ario,FUMADORES,01/04/2017,01/04/2017,abril,1 Día,Superficial,Bosque de Pino - BP,IMPACTO MÍNIMO,0,0,0,1,1,0,1,0 a 5 Hectáreas,00:10:00,00:10:00,01:00:00,1,5693.3,15.24,53.24,811.43,Occidente
478,17-10-0478,23,31,3.5,105,23,22.2,23,Durango,Pueblo Nuevo,EJIDO PUEBLO NUEVO (LAS JOYAS DE LUCES),ACTIVIDADES AGROPECUARIAS,02/04/2017,04/04/2017,abril,2 a 3 Días,Superficial,Bosque de Pino - BP,IMPACTO MÍNIMO,0,0,13,17,0,0,30,21 a 50 Hectáreas,00:20:00,01:15:00,01:00:00,1,5670,449.64,1570.47,23937.06,Norte
277,17-16-0277,19,34,48,102,15,3.6,102,Michoacán,Uruapan,C.I. Corupo(Shiapo),INTENCIONAL,02/04/2017,02/04/2017,abril,1 Día,Superficial,bosque de pino-encino,IMPACTO MÍNIMO,3,1,4,12,0,0,20,11 a 20 Hectáreas,00:06:00,00:30:00,01:00:00,1,5420,304.84,0,0,Occidente
1201,17-15-1201,19,31,36.6,100,10,38.9,124,México,San José del Rincón,Ejido el Deposito,FOGATAS,28/04/2017,28/04/2017,abril,1 Día,Superficial,Bosque de Oyamel - BA,IMPACTO MÍNIMO,0,0,1,0,0,0,1,0 a 5 Hectáreas,00:05:00,00:35:00,01:00:00,1,5069,7.62,36.33,553.75,Centro
270,17-07-0270,16,23,12.4,93,37,18.2,46,Chiapas,Jiquipilas,La Gloria,ACTIVIDADES AGROPECUARIAS,25/04/2017,26/04/2017,abril,2 a 3 Días,Superficial,Bosque de Encino - BQ,IMPACTO MÍNIMO,0,0,0,0,4,0,4,0 a 5 Hectáreas,16:45:00,01:15:00,01:00:00,1,4934,60.97,125.84,1918,Sureste
